game_id,date,season,home_team,away_team,home_score,away_score,neutral_site
824122,2026-04-26,2026,Kansas City Royals,Los Angeles Angels,11,9,false
823959,2026-04-26,2026,Los Angeles Dodgers,Chicago Cubs,6,0,false
824446,2026-04-27,2026,Cleveland Guardians,Tampa Bay Rays,2,3,false
823395,2026-04-27,2026,Pittsburgh Pirates,St. Louis Cardinals,2,4,false
822825,2026-04-27,2026,Toronto Blue Jays,Boston Red Sox,0,5,false
823719,2026-04-27,2026,Minnesota Twins,Seattle Mariners,11,4,false
824609,2026-04-27,2026,Chicago White Sox,Los Angeles Angels,8,7,false
822906,2026-04-27,2026,Texas Rangers,New York Yankees,2,4,false
823311,2026-04-27,2026,San Diego Padres,Chicago Cubs,9,7,false
823961,2026-04-27,2026,Los Angeles Dodgers,Miami Marlins,5,4,false
824447,2026-04-28,2026,Cleveland Guardians,Tampa Bay Rays,0,1,false
824849,2026-04-28,2026,Baltimore Orioles,Houston Astros,5,3,false
824526,2026-04-28,2026,Cincinnati Reds,Colorado Rockies,7,2,false
823390,2026-04-28,2026,Pittsburgh Pirates,St. Louis Cardinals,7,11,false
823473,2026-04-28,2026,Philadelphia Phillies,San Francisco Giants,7,0,false
822823,2026-04-28,2026,Toronto Blue Jays,Boston Red Sox,3,0,false
823636,2026-04-28,2026,New York Mets,Washington Nationals,8,0,false
824931,2026-04-28,2026,Atlanta Braves,Detroit Tigers,5,2,false
823716,2026-04-28,2026,Minnesota Twins,Seattle Mariners,1,7,false
824610,2026-04-28,2026,Chicago White Sox,Los Angeles Angels,5,2,false
823798,2026-04-28,2026,Milwaukee Brewers,Arizona Diamondbacks,13,2,false
822908,2026-04-28,2026,Texas Rangers,New York Yankees,2,3,false
825017,2026-04-28,2026,Athletics,Kansas City Royals,1,4,false
823310,2026-04-28,2026,San Diego Padres,Chicago Cubs,3,8,false
823956,2026-04-28,2026,Los Angeles Dodgers,Miami Marlins,1,2,false
824445,2026-04-29,2026,Cleveland Guardians,Tampa Bay Rays,3,1,false
824608,2026-04-29,2026,Chicago White Sox,Los Angeles Angels,3,2,false
823717,2026-04-29,2026,Minnesota Twins,Seattle Mariners,3,5,false
822907,2026-04-29,2026,Texas Rangers,New York Yankees,3,0,false
822821,2026-04-29,2026,Toronto Blue Jays,Boston Red Sox,8,1,false
823958,2026-04-29,2026,Los Angeles Dodgers,Miami Marlins,2,3,false
823312,2026-04-29,2026,San Diego Padres,Chicago Cubs,4,5,false
824525,2026-04-29,2026,Cincinnati Reds,Colorado Rockies,2,13,false
823392,2026-04-29,2026,Pittsburgh Pirates,St. Louis Cardinals,4,5,false
823633,2026-04-29,2026,New York Mets,Washington Nationals,2,14,false
824930,2026-04-29,2026,Atlanta Braves,Detroit Tigers,4,3,false
823796,2026-04-29,2026,Milwaukee Brewers,Arizona Diamondbacks,2,6,false
825015,2026-04-29,2026,Athletics,Kansas City Royals,5,2,false
824929,2026-04-30,2026,Atlanta Braves,Detroit Tigers,2,5,false
824848,2026-04-30,2026,Baltimore Orioles,Houston Astros,10,3,false
824850,2026-04-30,2026,Baltimore Orioles,Houston Astros,5,11,false
823391,2026-04-30,2026,Pittsburgh Pirates,St. Louis Cardinals,5,10,false
823472,2026-04-30,2026,Philadelphia Phillies,San Francisco Giants,3,2,false
823471,2026-04-30,2026,Philadelphia Phillies,San Francisco Giants,6,5,false
824524,2026-04-30,2026,Cincinnati Reds,Colorado Rockies,6,4,false
823634,2026-04-30,2026,New York Mets,Washington Nationals,4,5,false
823795,2026-04-30,2026,Milwaukee Brewers,Arizona Diamondbacks,13,1,false
825016,2026-04-30,2026,Athletics,Kansas City Royals,6,3,false
823714,2026-04-30,2026,Minnesota Twins,Toronto Blue Jays,7,1,false
824686,2026-05-01,2026,Chicago Cubs,Arizona Diamondbacks,6,5,false
824287,2026-05-01,2026,Detroit Tigers,Texas Rangers,4,5,false
823389,2026-05-01,2026,Pittsburgh Pirates,Cincinnati Reds,9,1,false
822744,2026-05-01,2026,Washington Nationals,Milwaukee Brewers,1,6,false
823557,2026-05-01,2026,New York Yankees,Baltimore Orioles,7,2,false
824772,2026-05-01,2026,Boston Red Sox,Houston Astros,3,1,false
822990,2026-05-01,2026,Tampa Bay Rays,San Francisco Giants,3,0,false
823877,2026-05-01,2026,Miami Marlins,Philadelphia Phillies,5,6,false
823713,2026-05-01,2026,Minnesota Twins,Toronto Blue Jays,3,7,false
823066,2026-05-01,2026,St. Louis Cardinals,Los Angeles Dodgers,7,2,false
824366,2026-05-01,2026,Colorado Rockies,Atlanta Braves,6,8,false
824041,2026-05-01,2026,Los Angeles Angels,New York Mets,3,4,false
825012,2026-05-01,2026,Athletics,Cleveland Guardians,5,8,false
823309,2026-05-01,2026,San Diego Padres,Chicago White Sox,2,8,false
823146,2026-05-01,2026,Seattle Mariners,Kansas City Royals,6,7,false
823554,2026-05-02,2026,New York Yankees,Baltimore Orioles,9,4,false
823715,2026-05-02,2026,Minnesota Twins,Toronto Blue Jays,4,11,false
824685,2026-05-02,2026,Chicago Cubs,Arizona Diamondbacks,2,0,false
825014,2026-05-02,2026,Athletics,Cleveland Guardians,6,14,false
823388,2026-05-02,2026,Pittsburgh Pirates,Cincinnati Reds,17,7,false
822746,2026-05-02,2026,Washington Nationals,Milwaukee Brewers,1,4,false
824771,2026-05-02,2026,Boston Red Sox,Houston Astros,3,6,false
823876,2026-05-02,2026,Miami Marlins,Philadelphia Phillies,4,0,false
822988,2026-05-02,2026,Tampa Bay Rays,San Francisco Giants,5,1,false
823067,2026-05-02,2026,St. Louis Cardinals,Los Angeles Dodgers,3,2,false
824284,2026-05-02,2026,Detroit Tigers,Texas Rangers,5,1,false
824365,2026-05-02,2026,Colorado Rockies,Atlanta Braves,1,9,false
823308,2026-05-02,2026,San Diego Padres,Chicago White Sox,0,4,false
824042,2026-05-02,2026,Los Angeles Angels,New York Mets,4,3,false
823144,2026-05-02,2026,Seattle Mariners,Kansas City Royals,2,3,false
823711,2026-05-03,2026,Minnesota Twins,Toronto Blue Jays,4,3,false
824769,2026-05-03,2026,Boston Red Sox,Houston Astros,1,3,false
823387,2026-05-03,2026,Pittsburgh Pirates,Cincinnati Reds,1,0,false
823555,2026-05-03,2026,New York Yankees,Baltimore Orioles,11,3,false
822742,2026-05-03,2026,Washington Nationals,Milwaukee Brewers,3,2,false
822987,2026-05-03,2026,Tampa Bay Rays,San Francisco Giants,2,1,false
823875,2026-05-03,2026,Miami Marlins,Philadelphia Phillies,2,7,false
823065,2026-05-03,2026,St. Louis Cardinals,Los Angeles Dodgers,1,4,false
824687,2026-05-03,2026,Chicago Cubs,Arizona Diamondbacks,8,4,false
824364,2026-05-03,2026,Colorado Rockies,Atlanta Braves,6,11,false
825013,2026-05-03,2026,Athletics,Cleveland Guardians,7,1,false
824043,2026-05-03,2026,Los Angeles Angels,New York Mets,1,5,false
823145,2026-05-03,2026,Seattle Mariners,Kansas City Royals,1,4,false
823307,2026-05-03,2026,San Diego Padres,Chicago White Sox,4,3,false
824285,2026-05-03,2026,Detroit Tigers,Texas Rangers,7,1,false
824363,2026-05-04,2026,Colorado Rockies,New York Mets,2,4,false
824283,2026-05-04,2026,Detroit Tigers,Boston Red Sox,4,5,false
822984,2026-05-04,2026,Tampa Bay Rays,Toronto Blue Jays,5,1,false
823874,2026-05-04,2026,Miami Marlins,Philadelphia Phillies,0,1,false
823552,2026-05-04,2026,New York Yankees,Baltimore Orioles,12,1,false
824684,2026-05-04,2026,Chicago Cubs,Cincinnati Reds,5,4,false
824120,2026-05-04,2026,Kansas City Royals,Cleveland Guardians,6,2,false
823064,2026-05-04,2026,St. Louis Cardinals,Milwaukee Brewers,6,3,false
824201,2026-05-04,2026,Houston Astros,Los Angeles Dodgers,3,8,false
824039,2026-05-04,2026,Los Angeles Angels,Chicago White Sox,0,6,false
823143,2026-05-04,2026,Seattle Mariners,Atlanta Braves,5,4,false
823228,2026-05-04,2026,San Francisco Giants,San Diego Padres,3,2,false
824281,2026-05-05,2026,Detroit Tigers,Boston Red Sox,3,10,false
822986,2026-05-05,2026,Tampa Bay Rays,Toronto Blue Jays,4,3,false
823469,2026-05-05,2026,Philadelphia Phillies,Athletics,9,1,false
823873,2026-05-05,2026,Miami Marlins,Baltimore Orioles,7,9,false
822743,2026-05-05,2026,Washington Nationals,Minnesota Twins,3,11,false
823553,2026-05-05,2026,New York Yankees,Texas Rangers,7,4,false
824682,2026-05-05,2026,Chicago Cubs,Cincinnati Reds,3,2,false
824119,2026-05-05,2026,Kansas City Royals,Cleveland Guardians,5,3,false
824200,2026-05-05,2026,Houston Astros,Los Angeles Dodgers,2,1,false
824040,2026-05-05,2026,Los Angeles Angels,Chicago White Sox,4,3,false
825092,2026-05-05,2026,Arizona Diamondbacks,Pittsburgh Pirates,9,0,false
823142,2026-05-05,2026,Seattle Mariners,Atlanta Braves,2,3,false
823227,2026-05-05,2026,San Francisco Giants,San Diego Padres,5,10,false
822985,2026-05-06,2026,Tampa Bay Rays,Toronto Blue Jays,3,0,false
823063,2026-05-06,2026,St. Louis Cardinals,Milwaukee Brewers,2,6,false
824198,2026-05-06,2026,Houston Astros,Los Angeles Dodgers,2,12,false
823226,2026-05-06,2026,San Francisco Giants,San Diego Padres,1,5,false
824036,2026-05-06,2026,Los Angeles Angels,Chicago White Sox,8,2,false
823141,2026-05-06,2026,Seattle Mariners,Atlanta Braves,3,1,false
824282,2026-05-06,2026,Detroit Tigers,Boston Red Sox,0,4,false
823470,2026-05-06,2026,Philadelphia Phillies,Athletics,6,3,false
823872,2026-05-06,2026,Miami Marlins,Baltimore Orioles,4,7,false
822740,2026-05-06,2026,Washington Nationals,Minnesota Twins,15,2,false
823550,2026-05-06,2026,New York Yankees,Texas Rangers,1,6,false
824683,2026-05-06,2026,Chicago Cubs,Cincinnati Reds,7,6,false
824118,2026-05-06,2026,Kansas City Royals,Cleveland Guardians,1,3,false
824361,2026-05-06,2026,Colorado Rockies,New York Mets,5,10,false
825091,2026-05-06,2026,Arizona Diamondbacks,Pittsburgh Pirates,0,1,false
823551,2026-05-07,2026,New York Yankees,Texas Rangers,9,2,false
822741,2026-05-07,2026,Washington Nationals,Minnesota Twins,7,5,false
824117,2026-05-07,2026,Kansas City Royals,Cleveland Guardians,5,8,false
824681,2026-05-07,2026,Chicago Cubs,Cincinnati Reds,8,3,false
824362,2026-05-07,2026,Colorado Rockies,New York Mets,6,2,false
825090,2026-05-07,2026,Arizona Diamondbacks,Pittsburgh Pirates,2,4,false
823467,2026-05-07,2026,Philadelphia Phillies,Athletics,1,12,false
823870,2026-05-07,2026,Miami Marlins,Baltimore Orioles,4,3,false
824767,2026-05-07,2026,Boston Red Sox,Tampa Bay Rays,4,8,false
823306,2026-05-07,2026,San Diego Padres,St. Louis Cardinals,1,2,false
824522,2026-05-08,2026,Cincinnati Reds,Houston Astros,0,10,false
823466,2026-05-08,2026,Philadelphia Phillies,Colorado Rockies,7,9,false
824846,2026-05-08,2026,Baltimore Orioles,Athletics,3,4,false
822822,2026-05-08,2026,Toronto Blue Jays,Los Angeles Angels,2,0,false
824768,2026-05-08,2026,Boston Red Sox,Tampa Bay Rays,2,0,false
823871,2026-05-08,2026,Miami Marlins,Washington Nationals,2,3,false
824443,2026-05-08,2026,Cleveland Guardians,Minnesota Twins,6,4,false
824116,2026-05-08,2026,Kansas City Royals,Detroit Tigers,4,3,false
824607,2026-05-08,2026,Chicago White Sox,Seattle Mariners,8,12,false
823794,2026-05-08,2026,Milwaukee Brewers,New York Yankees,6,0,false
822904,2026-05-08,2026,Texas Rangers,Chicago Cubs,1,7,false
825088,2026-05-08,2026,Arizona Diamondbacks,New York Mets,1,3,false
823303,2026-05-08,2026,San Diego Padres,St. Louis Cardinals,0,6,false
823957,2026-05-08,2026,Los Angeles Dodgers,Atlanta Braves,3,1,false
823225,2026-05-08,2026,San Francisco Giants,Pittsburgh Pirates,5,2,false
822820,2026-05-09,2026,Toronto Blue Jays,Los Angeles Angels,14,1,false
824847,2026-05-09,2026,Baltimore Orioles,Athletics,2,6,false
824523,2026-05-09,2026,Cincinnati Reds,Houston Astros,3,1,false
823869,2026-05-09,2026,Miami Marlins,Washington Nationals,8,7,false
823468,2026-05-09,2026,Philadelphia Phillies,Colorado Rockies,9,3,false
824444,2026-05-09,2026,Cleveland Guardians,Minnesota Twins,1,2,false
822905,2026-05-09,2026,Texas Rangers,Chicago Cubs,6,0,false
824115,2026-05-09,2026,Kansas City Royals,Detroit Tigers,5,1,false
824606,2026-05-09,2026,Chicago White Sox,Seattle Mariners,6,1,false
823792,2026-05-09,2026,Milwaukee Brewers,New York Yankees,4,3,false
825089,2026-05-09,2026,Arizona Diamondbacks,New York Mets,2,1,false
823304,2026-05-09,2026,San Diego Padres,St. Louis Cardinals,4,2,false
823224,2026-05-09,2026,San Francisco Giants,Pittsburgh Pirates,3,13,false
823955,2026-05-09,2026,Los Angeles Dodgers,Atlanta Braves,2,7,false
823868,2026-05-10,2026,Miami Marlins,Washington Nationals,5,2,false
824845,2026-05-10,2026,Baltimore Orioles,Athletics,2,1,false
824765,2026-05-10,2026,Boston Red Sox,Tampa Bay Rays,1,4,false
823463,2026-05-10,2026,Philadelphia Phillies,Colorado Rockies,6,0,false
822819,2026-05-10,2026,Toronto Blue Jays,Los Angeles Angels,1,6,false
824520,2026-05-10,2026,Cincinnati Reds,Houston Astros,5,0,false
824440,2026-05-10,2026,Cleveland Guardians,Minnesota Twins,4,5,false
824605,2026-05-10,2026,Chicago White Sox,Seattle Mariners,2,1,false
823793,2026-05-10,2026,Milwaukee Brewers,New York Yankees,4,3,false
822902,2026-05-10,2026,Texas Rangers,Chicago Cubs,3,0,false
823221,2026-05-10,2026,San Francisco Giants,Pittsburgh Pirates,7,6,false
825085,2026-05-10,2026,Arizona Diamondbacks,New York Mets,5,1,false
823305,2026-05-10,2026,San Diego Padres,St. Louis Cardinals,3,2,false
823954,2026-05-10,2026,Los Angeles Dodgers,Atlanta Braves,2,7,false
824113,2026-05-10,2026,Kansas City Royals,Detroit Tigers,3,6,false
824441,2026-05-11,2026,Cleveland Guardians,Los Angeles Angels,7,2,false
824844,2026-05-11,2026,Baltimore Orioles,New York Yankees,3,2,false
822818,2026-05-11,2026,Toronto Blue Jays,Tampa Bay Rays,5,8,false
822901,2026-05-11,2026,Texas Rangers,Arizona Diamondbacks,0,1,false
824199,2026-05-11,2026,Houston Astros,Seattle Mariners,1,3,false
823953,2026-05-11,2026,Los Angeles Dodgers,San Francisco Giants,3,9,false
824442,2026-05-12,2026,Cleveland Guardians,Los Angeles Angels,3,2,false
824843,2026-05-12,2026,Baltimore Orioles,New York Yankees,2,6,false
824521,2026-05-12,2026,Cincinnati Reds,Washington Nationals,4,10,false
823385,2026-05-12,2026,Pittsburgh Pirates,Colorado Rockies,3,1,false
824764,2026-05-12,2026,Boston Red Sox,Philadelphia Phillies,1,2,false
822817,2026-05-12,2026,Toronto Blue Jays,Tampa Bay Rays,6,7,false
823632,2026-05-12,2026,New York Mets,Detroit Tigers,10,2,false
824927,2026-05-12,2026,Atlanta Braves,Chicago Cubs,5,2,false
824604,2026-05-12,2026,Chicago White Sox,Kansas City Royals,6,5,false
823712,2026-05-12,2026,Minnesota Twins,Miami Marlins,3,0,false
823790,2026-05-12,2026,Milwaukee Brewers,San Diego Padres,6,4,false
822903,2026-05-12,2026,Texas Rangers,Arizona Diamondbacks,7,4,false
824197,2026-05-12,2026,Houston Astros,Seattle Mariners,2,10,false
825011,2026-05-12,2026,Athletics,St. Louis Cardinals,4,6,false
823951,2026-05-12,2026,Los Angeles Dodgers,San Francisco Giants,2,6,false
824841,2026-05-13,2026,Baltimore Orioles,New York Yankees,7,0,false
824438,2026-05-13,2026,Cleveland Guardians,Los Angeles Angels,4,2,false
824519,2026-05-13,2026,Cincinnati Reds,Washington Nationals,7,8,false
823386,2026-05-13,2026,Pittsburgh Pirates,Colorado Rockies,4,10,false
824763,2026-05-13,2026,Boston Red Sox,Philadelphia Phillies,3,1,false
822815,2026-05-13,2026,Toronto Blue Jays,Tampa Bay Rays,5,3,false
823631,2026-05-13,2026,New York Mets,Detroit Tigers,3,2,false
824928,2026-05-13,2026,Atlanta Braves,Chicago Cubs,4,1,false
824603,2026-05-13,2026,Chicago White Sox,Kansas City Royals,6,5,false
823710,2026-05-13,2026,Minnesota Twins,Miami Marlins,5,9,false
823791,2026-05-13,2026,Milwaukee Brewers,San Diego Padres,1,3,false
822900,2026-05-13,2026,Texas Rangers,Arizona Diamondbacks,6,5,false
824195,2026-05-13,2026,Houston Astros,Seattle Mariners,4,3,false
825010,2026-05-13,2026,Athletics,St. Louis Cardinals,6,2,false
823952,2026-05-13,2026,Los Angeles Dodgers,San Francisco Giants,4,0,false
823383,2026-05-14,2026,Pittsburgh Pirates,Colorado Rockies,7,2,false
824517,2026-05-14,2026,Cincinnati Reds,Washington Nationals,15,1,false
823630,2026-05-14,2026,New York Mets,Detroit Tigers,9,4,false
823709,2026-05-14,2026,Minnesota Twins,Miami Marlins,9,1,false
823789,2026-05-14,2026,Milwaukee Brewers,San Diego Padres,7,1,false
824196,2026-05-14,2026,Houston Astros,Seattle Mariners,3,8,false
825008,2026-05-14,2026,Athletics,St. Louis Cardinals,4,5,false
824762,2026-05-14,2026,Boston Red Sox,Philadelphia Phillies,1,3,false
824926,2026-05-14,2026,Atlanta Braves,Chicago Cubs,0,2,false
824602,2026-05-14,2026,Chicago White Sox,Kansas City Royals,6,2,false
823950,2026-05-14,2026,Los Angeles Dodgers,San Francisco Giants,5,2,false
823384,2026-05-15,2026,Pittsburgh Pirates,Philadelphia Phillies,9,11,false
822739,2026-05-15,2026,Washington Nationals,Baltimore Orioles,3,2,false
824280,2026-05-15,2026,Detroit Tigers,Toronto Blue Jays,3,2,false
824439,2026-05-15,2026,Cleveland Guardians,Cincinnati Reds,6,7,false
822983,2026-05-15,2026,Tampa Bay Rays,Miami Marlins,7,2,false
823707,2026-05-15,2026,Minnesota Twins,Milwaukee Brewers,2,3,false
824925,2026-05-15,2026,Atlanta Braves,Boston Red Sox,3,2,false
823629,2026-05-15,2026,New York Mets,New York Yankees,2,5,false
824601,2026-05-15,2026,Chicago White Sox,Chicago Cubs,5,10,false
824194,2026-05-15,2026,Houston Astros,Texas Rangers,2,0,false
823061,2026-05-15,2026,St. Louis Cardinals,Kansas City Royals,5,4,false
824360,2026-05-15,2026,Colorado Rockies,Arizona Diamondbacks,1,9,false
824037,2026-05-15,2026,Los Angeles Angels,Los Angeles Dodgers,0,6,false
823140,2026-05-15,2026,Seattle Mariners,San Diego Padres,0,2,false
825009,2026-05-15,2026,Athletics,San Francisco Giants,5,2,false
824278,2026-05-16,2026,Detroit Tigers,Toronto Blue Jays,1,2,false
823060,2026-05-16,2026,St. Louis Cardinals,Kansas City Royals,4,2,false
824359,2026-05-16,2026,Colorado Rockies,Arizona Diamondbacks,4,2,false
822737,2026-05-16,2026,Washington Nationals,Baltimore Orioles,13,3,false
823382,2026-05-16,2026,Pittsburgh Pirates,Philadelphia Phillies,0,6,false
822981,2026-05-16,2026,Tampa Bay Rays,Miami Marlins,5,10,false
824435,2026-05-16,2026,Cleveland Guardians,Cincinnati Reds,7,4,false
824193,2026-05-16,2026,Houston Astros,Texas Rangers,4,1,false
824600,2026-05-16,2026,Chicago White Sox,Chicago Cubs,8,3,false
823706,2026-05-16,2026,Minnesota Twins,Milwaukee Brewers,1,2,false
823139,2026-05-16,2026,Seattle Mariners,San Diego Padres,4,7,false
824924,2026-05-16,2026,Atlanta Braves,Boston Red Sox,2,3,false
823627,2026-05-16,2026,New York Mets,New York Yankees,6,3,false
824038,2026-05-16,2026,Los Angeles Angels,Los Angeles Dodgers,2,15,false
825007,2026-05-16,2026,Athletics,San Francisco Giants,4,6,false
822982,2026-05-17,2026,Tampa Bay Rays,Miami Marlins,6,3,false
822738,2026-05-17,2026,Washington Nationals,Baltimore Orioles,3,7,false
823381,2026-05-17,2026,Pittsburgh Pirates,Philadelphia Phillies,0,6,false
824923,2026-05-17,2026,Atlanta Braves,Boston Red Sox,8,1,false
824436,2026-05-17,2026,Cleveland Guardians,Cincinnati Reds,10,3,false
824279,2026-05-17,2026,Detroit Tigers,Toronto Blue Jays,1,4,false
823628,2026-05-17,2026,New York Mets,New York Yankees,7,6,false
824192,2026-05-17,2026,Houston Astros,Texas Rangers,0,8,false
824599,2026-05-17,2026,Chicago White Sox,Chicago Cubs,9,8,false
823708,2026-05-17,2026,Minnesota Twins,Milwaukee Brewers,5,4,false
823058,2026-05-17,2026,St. Louis Cardinals,Kansas City Royals,0,2,false
824358,2026-05-17,2026,Colorado Rockies,Arizona Diamondbacks,0,0,false
825006,2026-05-17,2026,Athletics,San Francisco Giants,1,2,false
824034,2026-05-17,2026,Los Angeles Angels,Los Angeles Dodgers,1,7,false
823138,2026-05-17,2026,Seattle Mariners,San Diego Padres,0,0,false
